feedback_id,booking_id,customer_id,feedback_date,overall_satisfaction,seat_comfort,cabin_crew_service,food_quality,in_flight_entertainment,punctuality_score,nps_score,would_recommend
FB00025331,BK00025332,CUST001466,2024-04-13,2.2,3.1,3.0,2.1,2.4,2.0,5,0
FB00025335,BK00025336,CUST001466,2022-08-02,4.4,3.7,3.3,3.3,3.5,2.7,8,1
FB00025337,BK00025338,CUST001466,2023-12-30,4.1,3.6,4.0,3.6,3.9,2.9,7,1
FB00025342,BK00025343,CUST001466,2023-04-23,4.5,3.5,4.8,3.2,2.9,3.0,6,1
FB00025343,BK00025344,CUST001466,2022-03-20,4.7,4.4,4.4,3.9,4.0,4.6,8,1
FB00025345,BK00025346,CUST001466,2022-02-17,3.3,2.5,3.7,2.6,3.5,4.8,5,0
FB00025346,BK00025347,CUST001466,2022-04-07,3.3,4.2,4.3,2.2,3.9,2.3,6,1
FB00025351,BK00025352,CUST001466,2023-04-24,3.2,3.0,2.9,3.4,2.1,4.2,5,0
FB00025358,BK00025359,CUST001466,2023-03-01,4.1,3.8,3.0,3.8,3.7,2.3,7,1
FB00025365,BK00025366,CUST001467,2023-11-26,3.1,3.6,3.0,2.7,2.7,2.8,5,0
FB00025370,BK00025371,CUST001467,2023-03-09,3.8,3.6,3.7,2.2,4.2,4.8,8,1
FB00025373,BK00025374,CUST001468,2023-02-08,3.2,2.9,3.4,4.0,3.5,2.6,7,1
FB00025374,BK00025375,CUST001468,2023-09-27,3.8,3.6,3.6,3.2,4.1,4.6,7,1
FB00025383,BK00025384,CUST001468,2022-11-22,2.6,4.2,3.8,3.1,2.8,4.7,5,0
FB00025384,BK00025385,CUST001468,2022-03-14,3.5,3.2,3.5,3.3,2.8,4.6,5,0
FB00025387,BK00025388,CUST001469,2024-01-09,3.6,3.7,3.7,3.1,2.6,4.5,7,1
FB00025389,BK00025390,CUST001469,2022-12-13,2.4,3.3,1.8,2.1,2.7,2.9,6,0
FB00025390,BK00025391,CUST001469,2022-07-07,3.1,4.7,3.7,4.2,3.0,4.6,7,1
FB00025391,BK00025392,CUST001469,2024-03-18,3.1,2.8,2.3,2.7,3.3,4.4,5,0
FB00025401,BK00025402,CUST001470,2024-08-18,4.2,4.2,4.3,3.3,2.7,4.8,5,1
FB00025402,BK00025403,CUST001470,2022-10-01,3.7,3.7,4.7,2.9,3.4,4.2,6,1
FB00025405,BK00025406,CUST001471,2022-12-30,2.4,2.7,3.4,2.9,2.8,4.9,6,0
FB00025408,BK00025409,CUST001471,2023-12-17,3.2,3.5,3.8,3.3,1.4,4.6,6,0
FB00025414,BK00025415,CUST001471,2022-07-07,3.4,2.9,3.8,3.6,3.3,4.7,8,0
FB00025418,BK00025419,CUST001472,2024-12-12,4.1,4.8,3.8,5,4.1,5,8,1
FB00025423,BK00025424,CUST001473,2023-08-11,3.4,2.8,3.1,2.7,3.6,4.3,5,0
FB00025427,BK00025428,CUST001474,2024-02-18,3.2,3.2,4.4,2.4,2.3,4.2,6,0
FB00025428,BK00025429,CUST001474,2022-01-12,3.2,4.5,4.0,4.2,3.6,4.9,7,1
FB00025429,BK00025430,CUST001474,2024-04-23,3.7,3.2,4.0,2.6,3.2,4.6,6,0
FB00025434,BK00025435,CUST001474,2023-11-15,4.5,3.3,4.2,4.3,3.6,4.5,8,1
FB00025435,BK00025436,CUST001474,2024-05-17,4.0,2.5,3.6,2.9,3.7,4.4,7,0
FB00025438,BK00025439,CUST001474,2023-10-30,3.5,2.6,4.4,3.9,3.3,2.3,7,1
FB00025439,BK00025440,CUST001474,2024-11-18,4.4,4.6,4.4,4.4,4.5,4.7,8,1
FB00025443,BK00025444,CUST001475,2022-02-07,3.4,2.5,3.8,3.6,3.1,4.6,7,0
FB00025450,BK00025451,CUST001476,2022-10-17,2.8,2.5,3.7,2.3,3.0,4.5,5,0
FB00025451,BK00025452,CUST001476,2023-10-16,3.6,2.6,3.9,2.9,1.9,4.5,5,0
FB00025453,BK00025454,CUST001476,2023-01-01,4.7,3.8,3.6,3.6,4.4,4.6,8,1
FB00025460,BK00025461,CUST001477,2023-04-03,4.6,4.6,3.4,5,3.1,2.1,9,1
FB00025465,BK00025466,CUST001477,2022-12-20,5,3.6,4.3,4.0,3.8,4.7,8,1
FB00025468,BK00025469,CUST001477,2024-05-28,3.5,2.6,3.7,3.1,3.1,4.7,6,0
FB00025471,BK00025472,CUST001478,2024-01-24,3.1,2.6,3.4,2.9,3.0,4.1,7,0
FB00025477,BK00025478,CUST001478,2022-01-11,3.7,3.5,3.7,3.6,3.5,4.3,5,0
FB00025478,BK00025479,CUST001478,2024-09-02,3.2,3.0,3.5,3.3,3.7,4.8,6,0
FB00025479,BK00025480,CUST001478,2024-07-03,3.8,2.5,2.9,3.1,3.1,4.3,8,0
FB00025485,BK00025486,CUST001479,2022-04-14,3.1,2.9,2.3,3.4,3.7,2.6,4,0
FB00025486,BK00025487,CUST001479,2023-10-04,4.0,4.0,5,4.6,5,4.2,8,1
FB00025487,BK00025488,CUST001479,2023-09-12,3.2,2.7,3.9,2.6,3.3,4.2,8,0
FB00025495,BK00025496,CUST001480,2023-12-21,3.1,3.1,3.2,3.4,2.7,4.9,6,0
FB00025497,BK00025498,CUST001480,2022-11-24,2.8,2.8,3.0,4.1,2.6,4.0,6,0
FB00025498,BK00025499,CUST001480,2024-11-08,3.5,3.1,3.6,4.0,2.9,4.9,5,0
FB00025500,BK00025501,CUST001480,2024-03-10,3.4,2.4,3.5,3.0,2.0,4.8,6,0
FB00025502,BK00025503,CUST001480,2023-03-12,3.5,2.9,4.4,2.6,3.1,4.6,7,0
FB00025506,BK00025507,CUST001481,2023-10-18,2.8,3.0,2.3,2.1,2.5,2.6,5,0
FB00025507,BK00025508,CUST001481,2024-05-06,2.1,2.5,2.0,2.9,2.6,2.5,4,0
FB00025508,BK00025509,CUST001481,2024-01-31,3.8,1.9,3.5,3.5,3.8,4.9,7,0
FB00025518,BK00025519,CUST001482,2022-04-22,2.4,3.5,2.9,2.6,3.2,4.3,5,0
FB00025524,BK00025525,CUST001483,2024-08-02,4.0,4.5,3.4,3.8,3.6,4.3,10,1
FB00025528,BK00025529,CUST001483,2023-10-01,3.9,3.3,3.4,2.1,2.8,2.9,7,1
FB00025536,BK00025537,CUST001483,2023-02-10,4.9,4.0,4.2,4.4,2.6,4.7,8,1
FB00025537,BK00025538,CUST001483,2024-11-17,3.6,3.9,3.7,3.8,3.7,4.6,7,1
FB00025538,BK00025539,CUST001483,2023-12-28,4.7,4.3,4.4,5,3.9,4.7,10,1
FB00025546,BK00025547,CUST001483,2024-02-08,4.0,3.7,3.6,2.8,3.4,5,6,0
FB00025551,BK00025552,CUST001483,2024-07-03,3.2,4.5,4.8,4.1,3.0,5,7,1
FB00025559,BK00025560,CUST001484,2022-08-29,4.6,4.3,4.0,3.9,3.6,4.6,7,1
FB00025561,BK00025562,CUST001484,2024-05-28,4.0,4.3,5,4.1,2.4,4.1,6,1
FB00025562,BK00025563,CUST001484,2022-01-18,3.5,4.8,4.6,3.8,4.3,4.2,8,1
FB00025563,BK00025564,CUST001484,2023-07-01,4.5,5,4.9,4.0,3.7,4.0,10,1
FB00025565,BK00025566,CUST001484,2024-05-05,4.1,5,4.1,5,4.5,4.4,8,1
FB00025566,BK00025567,CUST001484,2023-08-02,3.3,3.0,3.2,3.0,3.2,4.2,6,0
FB00025571,BK00025572,CUST001484,2022-07-23,4.2,4.5,4.9,3.6,3.8,4.6,8,1
FB00025573,BK00025574,CUST001484,2023-11-28,4.4,3.9,3.8,4.3,3.9,4.5,9,1
FB00025574,BK00025575,CUST001484,2023-12-11,3.6,3.5,3.6,3.2,3.8,2.2,6,1
FB00025576,BK00025577,CUST001484,2024-11-18,4.3,5,5,5,4.4,4.4,9,1
FB00025577,BK00025578,CUST001484,2023-09-23,3.6,3.9,4.6,4.6,3.5,4.7,9,1
FB00025584,BK00025585,CUST001484,2022-08-27,3.5,3.2,3.1,3.7,4.0,2.4,7,1
FB00025590,BK00025591,CUST001484,2023-02-20,5,4.8,5,4.4,4.4,4.7,9,1
FB00025591,BK00025592,CUST001484,2022-05-23,4.9,4.0,4.9,3.9,3.7,4.6,10,1
FB00025593,BK00025594,CUST001484,2022-03-26,3.1,3.8,4.0,3.7,3.3,2.7,8,1
FB00025600,BK00025601,CUST001484,2023-07-31,4.5,4.3,4.3,3.5,3.2,4.4,8,1
FB00025611,BK00025612,CUST001484,2023-06-04,4.1,4.7,5,4.5,4.4,4.7,8,1
FB00025612,BK00025613,CUST001484,2023-01-05,4.8,4.7,4.2,4.5,5,4.3,9,1
FB00025619,BK00025620,CUST001484,2022-08-20,5,4.3,5,4.3,4.1,4.0,8,1
FB00025621,BK00025622,CUST001485,2022-05-01,4.3,3.7,3.6,3.6,3.2,4.2,8,1
FB00025629,BK00025630,CUST001485,2022-04-09,3.0,4.0,3.7,4.3,3.8,4.6,8,1
FB00025631,BK00025632,CUST001485,2024-11-21,4.0,2.9,4.7,4.0,3.9,4.5,8,1
FB00025634,BK00025635,CUST001485,2024-11-14,2.3,3.3,3.4,2.7,3.3,4.4,6,0
FB00025643,BK00025644,CUST001485,2022-05-07,3.9,4.3,4.1,4.6,4.3,4.9,6,1
FB00025645,BK00025646,CUST001485,2022-06-16,4.3,4.8,3.8,3.9,3.7,2.7,8,1
FB00025647,BK00025648,CUST001485,2022-10-26,5,3.9,4.2,5,3.4,4.5,6,1
FB00025648,BK00025649,CUST001485,2024-10-16,3.9,3.8,4.6,3.9,3.4,5,9,1
FB00025657,BK00025658,CUST001485,2023-08-20,4.3,3.8,3.6,4.1,3.3,2.9,7,1
FB00025659,BK00025660,CUST001486,2022-11-09,3.8,4.1,5,4.4,3.6,4.7,8,1
FB00025660,BK00025661,CUST001486,2022-09-16,4.6,4.7,5,4.6,3.8,4.4,10,1
FB00025662,BK00025663,CUST001486,2022-09-15,4.5,3.6,4.6,4.9,3.9,4.5,7,1
FB00025670,BK00025671,CUST001486,2023-11-07,3.4,2.9,3.7,3.5,2.9,2.1,5,0
FB00025672,BK00025673,CUST001486,2022-01-14,5,4.3,4.5,4.0,3.4,4.9,9,1
FB00025677,BK00025678,CUST001486,2022-09-11,4.3,3.8,3.5,3.1,4.0,2.6,7,1
FB00025680,BK00025681,CUST001486,2022-05-27,4.5,4.9,4.5,4.1,4.1,4.7,10,1
FB00025685,BK00025686,CUST001486,2024-10-08,5,3.6,4.7,4.5,4.3,4.8,7,1
FB00025687,BK00025688,CUST001486,2024-03-16,4.8,4.7,5,5,4.2,4.5,8,1
FB00025689,BK00025690,CUST001486,2023-07-30,4.2,5,4.3,4.8,4.3,4.4,9,1
FB00025690,BK00025691,CUST001486,2023-03-22,4.4,4.4,3.9,3.5,4.2,4.9,9,1
FB00025695,BK00025696,CUST001486,2024-02-14,4.1,3.3,4.3,3.7,4.3,2.2,6,1
FB00025699,BK00025700,CUST001486,2024-03-16,3.5,3.5,3.1,2.4,2.8,4.5,6,0
FB00025701,BK00025702,CUST001486,2022-10-18,4.1,3.4,3.2,3.0,2.7,4.4,6,0
FB00025702,BK00025703,CUST001486,2023-09-01,3.1,4.4,4.8,4.4,5,2.7,8,1
FB00025713,BK00025714,CUST001488,2023-08-10,4.4,3.4,3.3,2.8,2.5,4.3,5,0
FB00025717,BK00025718,CUST001488,2024-01-20,4.2,3.4,3.6,3.9,2.9,3.7,7,0
FB00025720,BK00025721,CUST001488,2024-02-15,2.3,3.1,3.9,2.5,2.4,4.2,5,0
FB00025722,BK00025723,CUST001488,2022-12-02,3.5,2.9,2.8,3.3,2.9,3.9,7,0
FB00025727,BK00025728,CUST001489,2022-10-14,4.2,3.4,3.6,4.3,3.1,4.7,5,0
FB00025729,BK00025730,CUST001489,2024-11-10,3.3,3.3,4.1,3.2,3.4,4.1,8,1
FB00025732,BK00025733,CUST001489,2023-03-25,3.6,3.5,4.3,3.9,2.9,4.9,7,1
FB00025733,BK00025734,CUST001489,2024-05-29,3.5,4.0,3.5,3.5,3.1,4.9,6,0
FB00025737,BK00025738,CUST001489,2023-07-21,3.1,3.3,2.6,2.7,3.9,4.7,6,0
FB00025750,BK00025751,CUST001489,2024-05-23,3.0,3.6,4.2,3.2,3.5,4.8,8,0
FB00025753,BK00025754,CUST001489,2023-04-06,3.2,4.0,3.3,2.7,3.6,4.4,5,0
FB00025754,BK00025755,CUST001489,2023-04-29,3.8,5,3.7,5,4.6,4.7,9,1
FB00025755,BK00025756,CUST001489,2023-07-11,3.2,3.7,3.0,3.0,2.3,4.6,8,0
FB00025756,BK00025757,CUST001489,2023-08-17,3.6,4.1,5,4.5,3.4,2.3,8,1
FB00025760,BK00025761,CUST001490,2022-04-02,3.7,3.5,2.0,3.3,3.5,2.5,4,0
FB00025761,BK00025762,CUST001490,2024-02-23,3.3,2.7,3.2,3.1,1.9,4.7,5,0
FB00025768,BK00025769,CUST001491,2022-04-09,4.3,4.6,4.9,4.2,4.1,4.0,9,1
FB00025770,BK00025771,CUST001491,2023-07-20,4.5,3.3,5,3.6,4.3,4.7,7,1
FB00025773,BK00025774,CUST001491,2024-11-16,4.4,4.2,4.4,4.5,4.4,4.0,9,1
FB00025780,BK00025781,CUST001491,2022-05-19,3.4,4.1,4.5,4.0,2.7,4.7,10,1
FB00025784,BK00025785,CUST001491,2022-09-04,2.8,2.7,3.3,2.9,3.5,5,8,0
FB00025792,BK00025793,CUST001491,2024-05-24,3.4,3.7,3.2,3.4,3.1,4.3,7,0
FB00025793,BK00025794,CUST001491,2023-09-30,5,4.1,5,2.9,3.6,4.6,8,1
FB00025794,BK00025795,CUST001491,2024-12-29,4.0,4.0,5,4.9,3.8,4.5,8,1
FB00025796,BK00025797,CUST001491,2023-01-24,3.7,4.0,3.9,5,3.8,2.0,6,1
FB00025798,BK00025799,CUST001492,2024-12-07,4.7,4.5,5,4.6,4.3,4.2,9,1
FB00025800,BK00025801,CUST001492,2022-06-05,4.2,3.8,4.6,4.5,4.2,4.2,8,1
FB00025802,BK00025803,CUST001492,2022-02-15,3.6,4.4,3.5,1.7,2.6,4.3,6,0
FB00025805,BK00025806,CUST001492,2023-02-04,2.8,3.5,2.7,3.4,3.0,4.8,7,0
FB00025806,BK00025807,CUST001492,2023-03-01,2.8,2.6,1.6,3.0,2.3,2.8,4,0
FB00025814,BK00025815,CUST001492,2022-03-07,3.1,2.7,3.2,2.0,3.3,2.0,4,0
FB00025823,BK00025824,CUST001493,2022-12-29,3.0,2.7,3.9,3.3,3.5,5,8,0
FB00025824,BK00025825,CUST001493,2022-03-09,4.0,5,4.4,4.2,3.6,4.5,10,1
FB00025827,BK00025828,CUST001493,2023-12-10,4.7,4.4,4.5,3.7,3.6,4.3,10,1
FB00025829,BK00025830,CUST001493,2022-02-13,3.8,3.5,4.4,3.4,4.1,4.9,7,1
FB00025833,BK00025834,CUST001493,2023-12-09,3.3,3.3,3.0,3.0,3.1,4.7,7,0
FB00025836,BK00025837,CUST001493,2022-01-28,3.3,3.7,4.0,3.7,3.8,4.8,6,1
FB00025837,BK00025838,CUST001493,2022-12-05,4.4,4.0,4.1,5,3.3,5,8,1
FB00025839,BK00025840,CUST001493,2024-12-06,2.9,2.4,3.4,3.1,2.8,2.6,6,0
FB00025840,BK00025841,CUST001493,2024-10-11,4.4,4.3,4.0,3.1,3.3,4.5,8,1
FB00025841,BK00025842,CUST001493,2024-01-22,4.3,2.6,3.4,3.2,2.6,2.7,6,0
FB00025844,BK00025845,CUST001494,2022-09-06,4.0,3.1,2.9,3.4,2.5,4.6,6,0
FB00025859,BK00025860,CUST001495,2024-12-11,3.3,2.5,3.5,2.8,4.1,4.7,6,0
FB00025860,BK00025861,CUST001495,2022-09-06,2.8,2.7,2.6,3.3,2.2,2.6,4,0
FB00025864,BK00025865,CUST001495,2022-12-17,3.2,2.4,3.1,2.6,2.7,4.7,6,0
FB00025865,BK00025866,CUST001495,2023-08-02,3.5,3.5,4.5,2.7,3.1,4.5,5,0
FB00025868,BK00025869,CUST001495,2022-12-03,4.0,2.9,3.1,3.9,3.3,4.5,5,0
FB00025875,BK00025876,CUST001497,2023-07-12,2.7,3.2,3.1,3.2,2.8,5,6,0
FB00025878,BK00025879,CUST001497,2024-05-26,3.3,3.3,2.8,3.7,3.5,4.4,7,0
FB00025883,BK00025884,CUST001498,2022-08-18,3.5,2.4,4.4,3.3,2.3,4.8,6,0
FB00025884,BK00025885,CUST001498,2024-12-10,3.0,3.2,3.3,3.3,3.3,4.3,4,0
FB00025890,BK00025891,CUST001498,2023-04-21,4.0,4.8,3.4,4.1,3.5,4.7,8,1
FB00025896,BK00025897,CUST001498,2022-06-09,3.7,4.5,4.0,4.2,3.7,4.0,7,1
FB00025899,BK00025900,CUST001498,2022-05-08,4.3,5,5,3.6,3.9,4.6,9,1
FB00025900,BK00025901,CUST001498,2023-11-05,3.8,3.0,2.9,4.1,3.5,4.6,6,0
FB00025911,BK00025912,CUST001499,2022-10-31,4.3,5,4.2,4.9,4.6,5,9,1
FB00025914,BK00025915,CUST001499,2023-11-22,4.2,4.0,4.0,4.0,4.1,4.7,9,1
FB00025918,BK00025919,CUST001499,2024-01-16,3.9,4.4,4.4,4.3,3.6,4.7,9,1
FB00025919,BK00025920,CUST001499,2022-06-20,4.3,4.3,5,5,4.0,4.3,9,1
FB00025922,BK00025923,CUST001499,2023-05-30,2.4,3.0,2.8,2.3,2.8,2.7,3,0
FB00025923,BK00025924,CUST001499,2024-07-29,4.6,5,4.8,3.7,3.6,4.4,8,1
FB00025926,BK00025927,CUST001499,2023-12-08,4.7,5,5,4.7,3.7,4.6,9,1
FB00025928,BK00025929,CUST001499,2023-05-31,4.7,4.3,4.2,3.7,4.4,4.5,9,1
FB00025929,BK00025930,CUST001499,2024-01-21,3.9,4.8,4.3,4.2,3.4,4.8,7,1
FB00025930,BK00025931,CUST001499,2024-03-12,2.7,3.4,3.2,3.6,3.3,4.4,5,0
FB00025935,BK00025936,CUST001499,2024-01-22,3.6,3.2,4.0,4.8,3.0,4.7,8,1
FB00025937,BK00025938,CUST001499,2022-10-29,3.9,4.4,3.9,5,4.2,4.8,10,1
FB00025943,BK00025944,CUST001500,2023-11-02,3.7,3.6,3.3,3.9,2.8,2.5,5,0
FB00025946,BK00025947,CUST001500,2022-10-02,4.1,4.4,4.8,5,5,4.6,9,1
FB00025954,BK00025955,CUST001500,2024-01-14,2.8,2.7,3.3,2.6,2.1,2.6,5,0
FB00025956,BK00025957,CUST001500,2023-11-16,3.5,4.4,3.2,2.7,3.6,4.2,7,1
FB00025957,BK00025958,CUST001500,2022-02-10,4.8,4.4,5,4.0,3.8,4.6,8,1
FB00025970,BK00025971,CUST001500,2022-11-21,4.5,4.2,4.4,3.7,4.2,4.5,8,1
FB00025975,BK00025976,CUST001500,2023-04-24,4.1,4.3,4.3,4.3,4.0,4.4,9,1
FB00025984,BK00025985,CUST001501,2023-03-12,2.9,3.3,3.9,2.6,2.7,2.3,5,0
FB00025987,BK00025988,CUST001501,2024-03-09,3.5,3.8,2.9,3.1,3.6,4.7,7,1
FB00026004,BK00026005,CUST001504,2022-09-02,3.4,2.4,3.8,3.2,2.2,4.2,6,0
FB00026006,BK00026007,CUST001504,2024-06-01,3.2,3.0,4.2,2.7,2.9,4.4,6,0
FB00026010,BK00026011,CUST001505,2022-08-03,3.5,2.9,2.9,3.1,3.0,4.6,5,0
FB00026011,BK00026012,CUST001505,2022-10-07,3.6,3.4,3.9,1.7,2.2,2.7,4,0
FB00026014,BK00026015,CUST001505,2023-11-19,3.0,2.4,4.0,2.4,2.8,4.0,5,0
FB00026016,BK00026017,CUST001505,2024-07-07,2.8,3.6,3.1,2.5,2.0,4.4,8,0
FB00026017,BK00026018,CUST001505,2023-12-06,3.3,2.5,3.2,2.4,2.3,2.5,6,0
FB00026019,BK00026020,CUST001505,2024-09-09,4.7,4.2,3.2,4.8,4.0,5,7,1
FB00026022,BK00026023,CUST001505,2024-08-30,3.6,2.5,3.6,3.4,3.6,4.9,5,0
FB00026027,BK00026028,CUST001506,2022-03-04,3.6,3.7,2.7,4.1,2.7,4.1,7,0
FB00026030,BK00026031,CUST001506,2022-04-29,4.2,4.3,3.1,3.3,5,4.6,9,1
FB00026032,BK00026033,CUST001506,2023-02-26,3.2,3.6,3.6,3.3,2.9,4.0,6,0
FB00026033,BK00026034,CUST001506,2024-08-28,2.9,4.6,4.0,3.7,4.0,2.4,10,1
FB00026035,BK00026036,CUST001506,2023-07-12,3.4,3.5,4.2,4.8,2.9,4.0,7,1
FB00026038,BK00026039,CUST001506,2024-06-10,4.3,4.2,5,3.9,4.0,4.6,9,1
FB00026040,BK00026041,CUST001506,2024-02-05,4.3,3.2,4.0,3.9,4.5,4.5,10,1
FB00026041,BK00026042,CUST001506,2022-01-10,2.5,4.1,3.1,3.1,3.0,4.2,7,0
FB00026042,BK00026043,CUST001506,2022-04-23,3.3,3.6,4.0,2.9,4.4,4.4,6,0
FB00026048,BK00026049,CUST001506,2023-02-19,3.4,3.8,3.7,4.0,4.1,4.8,5,0
FB00026050,BK00026051,CUST001506,2022-06-19,3.9,5,4.9,4.5,4.2,4.4,6,1
FB00026053,BK00026054,CUST001507,2022-01-11,4.3,3.6,4.6,3.9,3.7,4.7,8,1
FB00026055,BK00026056,CUST001507,2022-12-17,3.7,4.1,4.8,4.0,3.0,4.9,9,1
FB00026057,BK00026058,CUST001507,2022-08-22,2.4,2.3,1.9,1.1,2.2,2.5,5,0
FB00026059,BK00026060,CUST001507,2022-06-30,3.9,4.5,4.1,4.1,3.5,4.5,8,1
FB00026060,BK00026061,CUST001507,2023-08-14,4.6,3.8,4.4,4.2,4.2,4.3,8,1
FB00026064,BK00026065,CUST001507,2024-12-01,4.0,3.2,4.0,2.5,4.0,2.6,5,1
FB00026066,BK00026067,CUST001507,2022-04-04,3.2,2.5,3.4,3.0,3.7,4.3,6,0
FB00026070,BK00026071,CUST001507,2024-11-16,3.7,3.3,3.3,3.7,3.9,2.6,6,1
FB00026071,BK00026072,CUST001507,2022-10-16,3.3,2.8,3.9,3.0,3.0,4.5,6,0
FB00026073,BK00026074,CUST001507,2023-01-12,3.8,3.3,3.6,3.1,3.7,4.7,6,0
FB00026076,BK00026077,CUST001507,2022-09-11,4.5,3.4,4.4,4.8,3.9,2.3,7,1
FB00026077,BK00026078,CUST001507,2023-03-22,4.1,4.2,3.9,3.6,2.9,4.1,7,1
FB00026078,BK00026079,CUST001507,2022-06-11,3.9,4.5,4.2,4.6,3.6,4.9,8,1
FB00026079,BK00026080,CUST001507,2023-04-29,3.6,3.6,3.7,3.4,3.6,4.2,4,0
FB00026080,BK00026081,CUST001507,2022-06-04,3.6,3.5,3.2,3.3,1.6,4.8,4,0
FB00026081,BK00026082,CUST001507,2024-07-16,3.0,3.2,2.9,2.8,3.8,4.2,5,0
FB00026086,BK00026087,CUST001508,2023-07-19,3.8,2.9,3.7,3.2,3.0,4.2,7,1
FB00026093,BK00026094,CUST001508,2023-05-15,3.2,2.7,3.6,1.9,3.9,4.4,6,0
FB00026095,BK00026096,CUST001508,2023-01-23,4.5,3.5,3.6,3.6,4.1,4.9,9,1
FB00026103,BK00026104,CUST001509,2022-05-05,3.5,3.3,3.8,3.2,3.4,4.3,5,0
FB00026108,BK00026109,CUST001509,2023-03-28,2.7,3.6,2.7,3.0,2.9,4.4,5,0
FB00026109,BK00026110,CUST001509,2022-08-19,2.8,3.2,3.5,3.0,3.0,4.6,6,0
FB00026118,BK00026119,CUST001511,2023-06-11,4.4,4.4,4.5,4.5,3.9,4.5,10,1
FB00026119,BK00026120,CUST001511,2023-08-19,4.2,3.5,4.0,3.9,4.1,4.1,7,1
FB00026120,BK00026121,CUST001511,2023-02-13,3.6,3.3,4.3,4.6,4.2,3.9,8,1
FB00026122,BK00026123,CUST001511,2022-04-17,4.2,2.7,4.9,3.8,3.5,4.4,8,1
FB00026123,BK00026124,CUST001511,2024-07-29,4.0,3.9,3.5,3.7,4.0,4.8,7,1
FB00026127,BK00026128,CUST001511,2024-12-04,4.1,3.2,4.3,3.5,3.4,4.6,7,1
FB00026129,BK00026130,CUST001511,2023-06-09,3.5,3.5,4.6,3.7,4.7,3.8,9,1
FB00026130,BK00026131,CUST001511,2023-01-15,3.5,3.1,3.3,2.7,2.2,4.5,6,0
FB00026134,BK00026135,CUST001511,2023-10-24,3.2,3.5,3.6,3.7,2.2,4.6,6,0
FB00026135,BK00026136,CUST001511,2022-08-12,3.8,4.1,3.1,4.0,3.0,2.7,6,0
FB00026136,BK00026137,CUST001511,2022-12-22,2.9,3.0,3.0,3.4,2.6,2.4,4,0
FB00026137,BK00026138,CUST001511,2023-11-04,3.8,4.2,4.3,3.3,2.9,4.2,8,1
FB00026140,BK00026141,CUST001511,2023-09-29,2.8,3.6,3.9,3.2,2.9,4.4,6,1
FB00026141,BK00026142,CUST001512,2022-10-17,3.5,3.3,3.6,3.2,2.6,4.8,5,0
FB00026143,BK00026144,CUST001512,2022-05-06,3.4,3.1,4.2,2.5,3.9,4.7,8,0
FB00026145,BK00026146,CUST001512,2023-11-22,3.5,2.9,4.7,2.5,2.8,4.5,5,0
FB00026146,BK00026147,CUST001513,2024-08-12,3.5,3.0,2.8,3.3,3.5,4.8,5,0
FB00026147,BK00026148,CUST001513,2023-06-26,3.3,2.7,2.8,2.9,2.4,5,5,0
FB00026148,BK00026149,CUST001513,2024-01-21,3.8,3.8,4.5,4.0,2.8,4.2,8,1
FB00026150,BK00026151,CUST001513,2024-11-20,3.8,4.0,3.5,4.1,3.7,4.0,7,0
FB00026151,BK00026152,CUST001513,2023-02-27,3.6,3.5,4.5,2.7,2.9,2.7,3,0
FB00026154,BK00026155,CUST001513,2022-02-28,3.3,3.0,3.5,2.5,2.8,4.5,6,1
FB00026155,BK00026156,CUST001513,2023-12-28,5,3.3,4.1,4.1,3.2,4.4,7,1
FB00026156,BK00026157,CUST001513,2024-10-08,4.6,4.1,4.8,3.8,4.3,4.7,9,1
FB00026157,BK00026158,CUST001513,2022-09-20,2.9,3.8,3.9,3.1,3.1,2.8,7,1
FB00026158,BK00026159,CUST001513,2024-07-15,2.2,3.0,2.3,2.6,2.5,2.8,4,0
FB00026161,BK00026162,CUST001513,2023-12-12,3.9,4.7,3.9,3.6,4.3,4.7,8,1
FB00026164,BK00026165,CUST001513,2022-01-23,4.5,4.3,4.0,3.2,4.2,5,7,1
FB00026172,BK00026173,CUST001514,2022-04-28,2.3,3.1,2.4,2.3,3.4,2.5,4,0
FB00026173,BK00026174,CUST001514,2024-02-23,3.0,3.2,3.2,2.7,3.5,4.6,7,0
FB00026174,BK00026175,CUST001514,2022-05-05,4.2,2.7,4.1,2.5,3.2,4.3,7,0
FB00026181,BK00026182,CUST001516,2022-07-20,3.3,2.5,3.4,2.7,3.1,2.5,4,0
FB00026189,BK00026190,CUST001516,2024-01-18,3.0,2.1,3.1,2.3,2.9,4.3,6,0
FB00026194,BK00026195,CUST001517,2023-10-25,5,4.5,4.7,4.2,4.5,4.3,9,1
FB00026198,BK00026199,CUST001517,2023-07-14,3.6,4.7,4.1,3.2,4.6,4.5,7,1
FB00026199,BK00026200,CUST001517,2022-02-15,4.6,4.0,4.6,4.1,4.2,4.4,10,1
FB00026201,BK00026202,CUST001517,2024-03-20,4.0,3.8,4.8,4.0,3.8,4.8,8,1
FB00026204,BK00026205,CUST001517,2023-10-08,4.7,4.7,4.7,4.3,4.0,4.8,9,1
FB00026207,BK00026208,CUST001517,2022-07-15,4.5,3.9,5,4.5,5,4.6,8,1
FB00026211,BK00026212,CUST001517,2024-12-02,4.3,5,4.4,3.2,5,4.2,7,1
FB00026219,BK00026220,CUST001517,2023-07-05,4.4,5,5,3.3,3.9,4.5,9,1
