booking_id,customer_id,booking_date,flight_date,origin_airport,destination_airport,airline,cabin_class,base_fare_inr,ancillary_spend_inr,total_spend_inr,miles_earned,travel_purpose,booking_lead_days,flight_on_time
BK00029786,CUST001721,2022-12-24,2023-05-18,SIN,NRT,IndiGo,Premium Economy,57696.44,5459.91,63156.350000000006,4637,Business,145,1
BK00029787,CUST001721,2022-08-20,2022-12-24,DEL,DXB,Vistara,Economy,12642.62,1231.3,13873.92,1337,Leisure,126,1
BK00029788,CUST001721,2023-01-11,2023-05-05,BOM,DEL,IndiGo,Economy,29680.21,2887.47,32567.68,2762,Business,114,1
BK00029789,CUST001721,2022-11-29,2023-02-18,DEL,NRT,Vistara,Premium Economy,56841.19,1473.9,58315.090000000004,5883,Business,81,1
BK00029790,CUST001721,2023-07-22,2023-08-01,BOM,JFK,Lufthansa,Economy,33526.67,3883.49,37410.159999999996,3706,Leisure,10,0
BK00029791,CUST001721,2024-12-29,2024-12-31,BKK,CCU,Etihad,Premium Economy,74203.62,8154.6,82358.22,7420,Family Visit,2,1
BK00029792,CUST001721,2022-01-01,2022-04-30,DEL,LHR,Vistara,Economy,24014.53,1789.82,25804.35,2201,Business,153,1
BK00029793,CUST001721,2022-09-20,2023-03-15,JFK,BOM,SingaporeAir,Economy,24209.55,3339.46,27549.01,2724,Leisure,176,1
BK00029794,CUST001721,2023-12-19,2024-03-29,SIN,NRT,AirIndia,Economy,27933.06,1970.22,29903.280000000002,2255,Leisure,101,0
BK00029795,CUST001721,2023-11-08,2024-04-04,DEL,BLR,IndiGo,Economy,34955.11,3577.82,38532.93,4087,Family Visit,148,1
BK00029796,CUST001722,2022-01-01,2022-01-05,DXB,BLR,Lufthansa,Business,182369.13,6117.28,188486.41,17250,Leisure,89,1
BK00029797,CUST001722,2022-06-03,2022-10-10,NRT,SIN,Emirates,Economy,26166.95,1922.33,28089.28,2268,Leisure,129,1
BK00029798,CUST001722,2022-01-01,2022-01-25,JFK,DEL,Lufthansa,Premium Economy,66836.19,1151.45,67987.64,7773,Leisure,57,1
BK00029799,CUST001722,2024-06-06,2024-09-03,LHR,DEL,IndiGo,Business,106192.82,4749.37,110942.19,11292,Leisure,89,1
BK00029800,CUST001722,2022-05-08,2022-09-01,CDG,DEL,IndiGo,Business,111516.25,12579.7,124095.95,11559,Leisure,116,1
BK00029801,CUST001722,2024-06-17,2024-07-19,DEL,BLR,Etihad,First,425035.72,7853.92,432889.63999999996,42417,Business,32,1
BK00029802,CUST001722,2022-03-06,2022-08-04,DXB,HYD,Vistara,Economy,34199.44,4996.46,39195.9,3580,Business,151,1
BK00029803,CUST001722,2023-03-09,2023-04-28,JFK,BOM,Lufthansa,First,222637.16,22228.84,244866.0,24147,Education,50,1
BK00029804,CUST001722,2024-03-30,2024-07-12,LHR,DEL,IndiGo,Business,178076.69,7644.07,185720.76,16682,Leisure,104,1
BK00029805,CUST001722,2022-06-22,2022-09-28,CCU,BKK,SingaporeAir,Business,94133.82,1501.76,95635.58,10588,Leisure,98,1
BK00029806,CUST001722,2023-07-23,2023-10-27,JFK,DEL,Etihad,Economy,19562.58,178.05,19740.63,1804,Family Visit,96,1
BK00029807,CUST001722,2022-03-30,2022-06-12,DEL,SIN,IndiGo,Business,99366.42,4051.06,103417.48,11327,Family Visit,74,1
BK00029808,CUST001722,2023-07-21,2023-11-22,CDG,DEL,Vistara,Economy,19978.73,529.89,20508.62,1637,Family Visit,124,0
BK00029809,CUST001722,2022-05-04,2022-05-05,JFK,BOM,Lufthansa,Business,182122.05,24507.69,206629.74,16442,Family Visit,1,0
BK00029810,CUST001722,2022-01-01,2022-01-10,DEL,NRT,Vistara,Business,168562.6,9722.42,178285.02000000002,16918,Leisure,147,1
BK00029811,CUST001722,2022-01-01,2022-02-02,MAA,SIN,Etihad,Business,100005.88,9071.27,109077.15000000001,9932,Medical,175,1
BK00029812,CUST001722,2022-08-13,2023-01-01,DXB,HYD,Vistara,Economy,12257.43,55.7,12313.130000000001,1204,Business,141,1
BK00029813,CUST001722,2023-05-13,2023-09-05,SYD,SIN,Vistara,First,275590.89,8614.52,284205.41000000003,23310,Leisure,115,1
BK00029814,CUST001722,2023-02-03,2023-05-03,BOM,JFK,AirIndia,Premium Economy,60885.33,8007.41,68892.74,5328,Leisure,89,1
BK00029815,CUST001722,2024-07-16,2024-11-21,SYD,SIN,SingaporeAir,Economy,18220.56,1319.53,19540.09,2003,Leisure,128,0
BK00029816,CUST001722,2023-05-25,2023-09-24,DXB,DEL,AirIndia,Premium Economy,36885.6,3802.73,40688.33,3696,Leisure,122,1
BK00029817,CUST001722,2023-09-28,2023-12-10,BOM,JFK,AirIndia,Business,170292.43,19183.84,189476.27,17337,Leisure,73,1
BK00029818,CUST001722,2024-05-04,2024-07-25,BKK,CCU,Etihad,Economy,14409.84,1543.49,15953.33,1539,Business,82,1
BK00029819,CUST001722,2024-03-08,2024-08-23,CDG,DEL,AirIndia,Premium Economy,54522.17,1944.74,56466.909999999996,4705,Business,168,1
BK00029820,CUST001722,2023-04-12,2023-07-15,DEL,NRT,SingaporeAir,Business,152200.44,10612.75,162813.19,14602,Leisure,94,1
BK00029821,CUST001722,2024-06-23,2024-10-10,LHR,JFK,SingaporeAir,Premium Economy,46288.59,4290.7,50579.28999999999,4385,Family Visit,109,1
BK00029822,CUST001722,2024-07-21,2024-08-08,JFK,LHR,Etihad,Business,114229.72,10090.85,124320.57,12601,Business,18,1
BK00029823,CUST001722,2022-03-22,2022-08-01,DXB,HYD,SingaporeAir,Economy,16865.14,2194.04,19059.18,1833,Education,132,1
BK00029824,CUST001722,2023-03-15,2023-06-17,LHR,BOM,IndiGo,Business,101538.89,11578.85,113117.74,9212,Leisure,94,1
BK00029825,CUST001722,2024-02-22,2024-04-30,LHR,DEL,AirIndia,First,246444.29,31552.89,277997.18,24649,Family Visit,68,1
BK00029826,CUST001722,2023-06-21,2023-06-30,SIN,SYD,Vistara,Business,102234.42,2241.5,104475.92,11065,Leisure,9,0
BK00029827,CUST001722,2024-04-22,2024-06-28,SIN,SYD,SingaporeAir,Business,75712.33,6853.25,82565.58,7204,Business,67,0
BK00029828,CUST001722,2022-01-01,2022-01-16,BOM,DXB,Emirates,Economy,31352.01,3180.23,34532.24,3675,Business,81,1
BK00029829,CUST001723,2022-12-14,2023-05-24,SIN,MAA,IndiGo,Economy,24100.56,2562.75,26663.31,2553,Leisure,161,1
BK00029830,CUST001723,2022-08-04,2023-01-02,DXB,BOM,Emirates,Economy,17030.65,551.54,17582.190000000002,1977,Business,151,1
BK00029831,CUST001723,2022-01-01,2022-03-15,BOM,JFK,AirIndia,Economy,18012.19,2130.82,20143.01,2018,Medical,114,0
BK00029832,CUST001723,2022-04-24,2022-10-10,BLR,DXB,IndiGo,Economy,21894.42,1360.37,23254.789999999997,2252,Leisure,169,1
BK00029833,CUST001723,2022-01-04,2022-06-26,DEL,SIN,Lufthansa,Economy,15230.24,1527.24,16757.48,1549,Business,173,1
BK00029834,CUST001723,2023-05-10,2023-11-02,BOM,DEL,SingaporeAir,Economy,20329.08,1689.71,22018.79,2379,Business,176,1
BK00029835,CUST001723,2022-08-26,2022-09-21,BLR,DXB,Lufthansa,Economy,23395.2,386.61,23781.81,2045,Family Visit,26,0
BK00029836,CUST001723,2024-11-21,2024-12-29,SIN,SYD,AirIndia,Economy,10916.08,1506.97,12423.05,1130,Family Visit,38,1
BK00029837,CUST001724,2022-01-09,2022-06-25,NRT,DEL,SingaporeAir,Premium Economy,71486.55,3532.49,75019.04000000001,8340,Leisure,167,1
BK00029838,CUST001724,2022-02-14,2022-04-19,BLR,SIN,AirIndia,Economy,9704.35,353.94,10058.29,867,Business,64,0
BK00029839,CUST001724,2023-10-25,2024-03-05,BOM,DXB,SingaporeAir,Premium Economy,67374.33,7424.61,74798.94,6815,Leisure,132,1
BK00029840,CUST001724,2022-10-05,2023-01-13,BOM,JFK,Emirates,Premium Economy,35628.56,3242.76,38871.32,3821,Leisure,100,1
BK00029841,CUST001724,2024-04-14,2024-08-10,JFK,BOM,SingaporeAir,Premium Economy,74764.49,1851.62,76616.11,8351,Leisure,118,1
BK00029842,CUST001724,2022-05-04,2022-09-09,SIN,SYD,Etihad,Economy,14655.41,1598.08,16253.49,1175,Leisure,128,1
BK00029843,CUST001724,2024-04-03,2024-09-27,DEL,SIN,IndiGo,Economy,31213.76,801.55,32015.309999999998,2529,Leisure,177,1
BK00029844,CUST001724,2023-08-19,2024-01-07,DEL,NRT,Lufthansa,Economy,13474.13,1724.81,15198.939999999999,1228,Leisure,141,1
BK00029845,CUST001724,2022-11-05,2023-02-09,SIN,MAA,AirIndia,Economy,20121.13,2863.64,22984.77,1861,Business,96,1
BK00029846,CUST001724,2023-08-06,2023-08-12,SIN,DEL,IndiGo,Premium Economy,64712.55,6267.04,70979.59,6566,Business,6,1
BK00029847,CUST001724,2023-05-09,2023-05-26,BLR,SIN,AirIndia,Premium Economy,45948.82,4237.93,50186.75,4864,Leisure,17,1
BK00029848,CUST001724,2023-08-13,2023-10-19,LHR,DXB,IndiGo,Economy,32009.68,2793.55,34803.23,3084,Leisure,67,1
BK00029849,CUST001724,2023-12-10,2024-03-05,LHR,JFK,Emirates,Economy,23693.81,1213.72,24907.530000000002,2419,Leisure,86,1
BK00029850,CUST001724,2023-03-02,2023-04-16,JFK,DEL,Emirates,Economy,9663.08,19.41,9682.49,1017,Family Visit,45,0
BK00029851,CUST001724,2023-07-23,2023-11-27,CDG,DEL,Emirates,Economy,9493.56,1185.63,10679.189999999999,905,Family Visit,127,1
BK00029852,CUST001724,2022-02-18,2022-03-11,LHR,BOM,IndiGo,Economy,17629.19,1658.63,19287.82,1909,Family Visit,21,1
BK00029853,CUST001724,2022-04-07,2022-08-26,SIN,BLR,SingaporeAir,Economy,33494.55,4935.06,38429.61,4013,Family Visit,141,0
BK00029854,CUST001724,2022-07-22,2022-09-15,BLR,DEL,IndiGo,Economy,12704.85,917.66,13622.51,1118,Leisure,55,1
BK00029855,CUST001724,2022-04-24,2022-10-10,NRT,DEL,AirIndia,Economy,28644.11,7.92,28652.03,2949,Business,169,1
BK00029856,CUST001724,2022-06-27,2022-11-07,DEL,BLR,Emirates,Premium Economy,41191.96,5352.78,46544.74,4183,Leisure,133,1
BK00029857,CUST001725,2023-06-23,2023-11-09,DEL,BOM,Lufthansa,Economy,9298.64,1037.53,10336.17,934,Education,139,0
BK00029858,CUST001725,2022-12-10,2023-04-18,SIN,NRT,Etihad,Economy,21842.13,2614.85,24456.98,1926,Family Visit,129,1
BK00029859,CUST001725,2022-01-01,2022-02-17,DEL,DXB,SingaporeAir,Economy,23641.82,1037.59,24679.41,1976,Family Visit,99,1
BK00029860,CUST001725,2024-01-13,2024-05-15,JFK,DEL,SingaporeAir,Economy,18087.27,2444.38,20531.65,1501,Business,123,1
BK00029861,CUST001725,2023-07-17,2023-11-13,DXB,LHR,AirIndia,Economy,25743.52,2486.54,28230.06,2121,Business,119,1
BK00029862,CUST001725,2024-10-15,2024-11-16,DXB,BOM,Lufthansa,Economy,11076.26,338.58,11414.84,1090,Leisure,32,1
BK00029863,CUST001725,2024-08-24,2024-08-31,DEL,LHR,AirIndia,Economy,31040.66,3403.42,34444.08,2740,Leisure,7,0
BK00029864,CUST001725,2024-04-28,2024-05-31,LHR,JFK,SingaporeAir,Economy,29785.96,3738.25,33524.21,3364,Education,33,1
BK00029865,CUST001725,2022-08-05,2022-12-03,LHR,DEL,AirIndia,Economy,20935.57,2402.63,23338.2,2130,Business,120,1
BK00029866,CUST001725,2022-03-14,2022-08-18,BLR,SIN,Emirates,Economy,21401.35,2396.49,23797.839999999997,1806,Leisure,157,1
BK00029867,CUST001725,2024-02-18,2024-05-16,DEL,SIN,Vistara,First,320895.13,37053.94,357949.07,28434,Leisure,88,1
BK00029868,CUST001726,2023-09-18,2024-02-16,JFK,DEL,Etihad,Premium Economy,58579.54,3105.93,61685.47,6877,Leisure,151,0
BK00029869,CUST001726,2023-08-30,2023-11-07,SIN,BLR,Etihad,Premium Economy,69740.71,3122.25,72862.96,8304,Business,69,1
BK00029870,CUST001726,2022-05-18,2022-08-08,LHR,BOM,Vistara,Economy,23981.56,1120.06,25101.620000000003,2516,Business,82,1
BK00029871,CUST001726,2023-05-30,2023-10-31,LHR,DXB,Lufthansa,Economy,32216.43,3351.64,35568.07,3368,Leisure,154,1
BK00029872,CUST001726,2023-08-12,2023-09-02,DEL,NRT,AirIndia,Economy,30684.26,873.35,31557.609999999997,3371,Leisure,21,1
BK00029873,CUST001726,2023-10-25,2023-10-29,LHR,DEL,Etihad,Economy,19646.75,2058.36,21705.11,2187,Business,4,1
BK00029874,CUST001726,2023-07-29,2023-08-31,LHR,JFK,IndiGo,Premium Economy,66920.65,9107.21,76027.85999999999,7180,Family Visit,33,1
BK00029875,CUST001726,2022-01-01,2022-03-10,BKK,CCU,SingaporeAir,Economy,24482.82,851.21,25334.03,2163,Business,152,1
BK00029876,CUST001726,2022-10-16,2022-11-06,BLR,DXB,Emirates,Economy,18355.83,1068.52,19424.350000000002,1766,Leisure,21,0
BK00029877,CUST001726,2023-07-30,2024-01-19,DXB,LHR,Lufthansa,Economy,13362.3,294.9,13657.199999999999,1318,Business,173,0
BK00029878,CUST001727,2023-05-15,2023-07-12,LHR,JFK,SingaporeAir,Economy,29270.54,191.78,29462.32,2813,Leisure,58,1
BK00029879,CUST001727,2024-01-25,2024-05-26,BLR,SIN,AirIndia,Economy,26148.76,2662.15,28810.91,2892,Business,122,1
BK00029880,CUST001727,2022-09-07,2022-12-26,DEL,DXB,AirIndia,Economy,28029.38,4087.47,32116.850000000002,3261,Business,110,1
BK00029881,CUST001727,2023-11-28,2023-11-28,DXB,BOM,Emirates,Economy,24511.06,3348.54,27859.600000000002,2583,Business,0,1
BK00029882,CUST001728,2022-04-26,2022-06-09,BOM,LHR,AirIndia,Business,155578.55,17202.31,172780.86,15010,Family Visit,44,1
BK00029883,CUST001728,2023-08-03,2024-01-16,DEL,NRT,SingaporeAir,Economy,29426.47,190.21,29616.68,3272,Leisure,166,1
BK00029884,CUST001728,2023-12-02,2024-01-12,JFK,BOM,Lufthansa,Premium Economy,71570.46,10721.22,82291.68000000001,7374,Leisure,41,1
BK00029885,CUST001728,2023-11-17,2023-12-29,MAA,SIN,Etihad,Premium Economy,61149.06,4732.37,65881.43,7203,Business,42,1
BK00029886,CUST001728,2024-08-13,2024-10-30,DEL,LHR,Etihad,Economy,29740.21,2000.49,31740.7,3122,Leisure,78,1
BK00029887,CUST001728,2023-08-02,2023-12-24,JFK,BOM,AirIndia,Economy,31164.81,3687.84,34852.65,3415,Family Visit,144,1
BK00029888,CUST001728,2022-01-01,2022-01-22,BOM,DEL,Vistara,Business,91966.29,9495.87,101462.15999999999,8830,Education,167,1
BK00029889,CUST001728,2023-03-18,2023-07-23,SYD,SIN,Vistara,Business,111037.88,14128.89,125166.77,10410,Business,127,1
BK00029890,CUST001728,2022-08-03,2022-09-29,LHR,BOM,SingaporeAir,First,241530.69,8558.01,250088.7,21052,Leisure,57,1
BK00029891,CUST001728,2022-03-18,2022-07-25,LHR,DXB,Emirates,Economy,27789.97,2978.25,30768.22,2701,Business,129,1
BK00029892,CUST001728,2024-04-17,2024-05-01,SIN,DEL,Vistara,Economy,27946.18,1189.14,29135.32,2553,Leisure,14,1
BK00029893,CUST001728,2023-06-10,2023-08-12,BLR,DXB,Etihad,Business,169005.1,3886.44,172891.54,19059,Business,63,1
BK00029894,CUST001728,2024-05-06,2024-06-18,LHR,DXB,AirIndia,Business,193727.4,20309.08,214036.47999999998,19533,Leisure,43,1
BK00029895,CUST001728,2023-07-05,2023-09-15,HYD,DXB,SingaporeAir,Economy,29804.88,3268.34,33073.22,2903,Business,72,1
BK00029896,CUST001728,2023-10-12,2023-11-28,DEL,DXB,Emirates,Economy,22137.0,2856.6,24993.6,2320,Family Visit,47,1
BK00029897,CUST001728,2022-01-02,2022-04-10,NRT,DEL,Etihad,Premium Economy,57276.1,2187.7,59463.799999999996,5986,Business,98,0
BK00029898,CUST001728,2022-01-11,2022-01-21,SIN,MAA,SingaporeAir,Business,81771.64,10814.25,92585.89,7780,Business,10,1
BK00029899,CUST001728,2023-02-01,2023-05-25,DXB,HYD,SingaporeAir,Premium Economy,73206.24,8812.6,82018.84000000001,6603,Business,113,0
BK00029900,CUST001728,2022-01-01,2022-02-25,DXB,HYD,AirIndia,Business,76524.56,10500.73,87025.29,7655,Education,69,1
BK00029901,CUST001728,2024-06-14,2024-08-19,NRT,DEL,Lufthansa,Premium Economy,42985.29,3898.88,46884.17,3679,Leisure,66,1
BK00029902,CUST001728,2022-05-11,2022-06-10,CCU,BKK,Etihad,Business,107190.37,2278.83,109469.2,11233,Leisure,30,1
BK00029903,CUST001728,2023-03-21,2023-05-23,DEL,BOM,Vistara,Business,80937.05,8367.86,89304.91,8466,Business,63,1
BK00029904,CUST001728,2023-02-27,2023-05-01,SIN,DEL,Lufthansa,Economy,27927.71,1177.51,29105.219999999998,2365,Business,63,1
BK00029905,CUST001728,2024-05-11,2024-07-31,SIN,NRT,IndiGo,Premium Economy,38880.89,560.35,39441.24,3220,Education,81,1
BK00029906,CUST001728,2023-08-14,2024-02-06,DEL,CDG,IndiGo,First,275111.58,41087.04,316198.62,24548,Family Visit,176,0
BK00029907,CUST001728,2023-02-23,2023-05-28,BOM,JFK,SingaporeAir,Business,161284.96,21035.75,182320.71,17715,Business,94,1
BK00029908,CUST001728,2024-02-10,2024-07-05,BOM,LHR,SingaporeAir,Premium Economy,66353.37,3613.77,69967.14,5346,Medical,146,1
BK00029909,CUST001728,2024-07-02,2024-12-20,BOM,DEL,Etihad,Premium Economy,73722.72,1344.19,75066.91,7949,Leisure,171,1
BK00029910,CUST001728,2024-04-06,2024-09-17,BLR,DEL,Vistara,Business,162764.1,16738.58,179502.68,19408,Business,164,1
BK00029911,CUST001728,2024-10-03,2024-11-05,SIN,NRT,IndiGo,Business,179044.51,25224.86,204269.37,19897,Business,33,1
BK00029912,CUST001728,2024-02-13,2024-07-27,CDG,DEL,Etihad,First,492332.87,21948.89,514281.76,43207,Business,165,1
BK00029913,CUST001728,2024-07-19,2024-09-29,MAA,SIN,Lufthansa,First,474816.92,66688.45,541505.37,53276,Medical,72,1
BK00029914,CUST001728,2022-06-16,2022-08-07,LHR,DEL,Vistara,Business,195688.86,6527.63,202216.49,20080,Leisure,52,1
BK00029915,CUST001729,2022-06-30,2022-10-07,DEL,DXB,AirIndia,Business,126733.93,15584.96,142318.88999999998,13960,Education,99,1
BK00029916,CUST001729,2023-03-23,2023-07-28,LHR,DXB,Lufthansa,Economy,25636.13,2916.76,28552.89,2145,Business,127,0
BK00029917,CUST001729,2024-07-03,2024-08-25,BOM,LHR,IndiGo,Economy,18227.44,2133.56,20361.0,1513,Leisure,53,1
BK00029918,CUST001729,2022-11-12,2023-04-26,DXB,LHR,Vistara,Premium Economy,40662.83,5730.13,46392.96,4528,Business,165,1
BK00029919,CUST001729,2023-02-22,2023-04-23,SIN,DEL,AirIndia,Economy,33518.79,2838.45,36357.24,3106,Business,60,1
BK00029920,CUST001730,2023-09-26,2023-11-02,SIN,NRT,SingaporeAir,Business,125701.6,11624.97,137326.57,10158,Leisure,37,1
BK00029921,CUST001730,2022-01-01,2022-02-13,DXB,HYD,Vistara,Business,86335.29,12265.79,98601.07999999999,10036,Leisure,159,1
BK00029922,CUST001730,2024-01-09,2024-05-09,SIN,MAA,Etihad,Business,123237.71,1779.16,125016.87000000001,11487,Family Visit,121,1
BK00029923,CUST001730,2023-10-07,2023-12-07,DEL,SIN,Vistara,Business,147893.52,17080.68,164974.19999999998,15910,Business,61,1
BK00029924,CUST001730,2023-05-07,2023-09-28,SIN,SYD,Etihad,Business,123413.33,12929.62,136342.95,11767,Business,144,0
BK00029925,CUST001730,2024-06-23,2024-08-29,JFK,BOM,Vistara,Premium Economy,71794.54,999.26,72793.79999999999,6209,Family Visit,67,1
BK00029926,CUST001730,2022-01-01,2022-03-19,DXB,DEL,SingaporeAir,Business,134972.98,523.43,135496.41,11205,Leisure,152,0
BK00029927,CUST001730,2023-06-10,2023-11-01,LHR,BOM,SingaporeAir,Premium Economy,64908.34,2333.52,67241.86,5753,Leisure,144,1
BK00029928,CUST001730,2023-12-06,2024-02-03,SYD,SIN,SingaporeAir,Economy,28533.05,3262.27,31795.32,2485,Education,59,1
BK00029929,CUST001730,2024-10-15,2024-11-07,SIN,MAA,SingaporeAir,First,468262.04,23026.31,491288.35,55779,Leisure,23,1
BK00029930,CUST001730,2023-05-07,2023-09-11,DEL,LHR,Etihad,Business,98586.97,12418.35,111005.32,10605,Business,127,1
BK00029931,CUST001730,2023-08-26,2023-10-21,MAA,SIN,Lufthansa,Business,178386.03,10150.21,188536.24,15903,Leisure,56,1
BK00029932,CUST001730,2023-07-26,2023-08-16,SYD,SIN,AirIndia,Business,168089.31,17988.13,186077.44,16704,Family Visit,21,1
BK00029933,CUST001730,2022-05-18,2022-07-08,HYD,DXB,Lufthansa,Business,183037.02,22333.01,205370.03,21044,Business,51,1
BK00029934,CUST001730,2022-03-20,2022-07-25,LHR,JFK,AirIndia,Premium Economy,51911.54,7511.57,59423.11,6109,Business,127,1
BK00029935,CUST001730,2022-04-12,2022-05-27,BLR,SIN,Vistara,Business,126329.09,9566.53,135895.62,12506,Leisure,45,1
BK00029936,CUST001730,2024-09-14,2024-11-19,LHR,JFK,Vistara,Business,194845.59,23517.94,218363.53,19837,Family Visit,66,0
BK00029937,CUST001730,2022-11-21,2023-02-01,NRT,DEL,Vistara,Business,143683.0,8860.35,152543.35,15615,Leisure,72,1
BK00029938,CUST001730,2022-01-01,2022-03-31,BOM,JFK,AirIndia,Economy,24292.88,851.22,25144.100000000002,2713,Family Visit,176,1
BK00029939,CUST001730,2024-09-21,2024-09-25,CCU,BKK,AirIndia,Business,123793.62,2533.97,126327.59,13538,Business,4,1
BK00029940,CUST001730,2023-05-01,2023-08-30,BKK,CCU,Lufthansa,Premium Economy,35900.96,3490.07,39391.03,4149,Leisure,121,1
BK00029941,CUST001730,2022-07-17,2022-09-22,BLR,DXB,Vistara,Business,188214.71,21328.01,209542.72,19558,Business,67,0
BK00029942,CUST001730,2024-08-20,2024-12-20,NRT,SIN,Lufthansa,First,443335.3,48144.14,491479.44,47724,Leisure,122,1
BK00029943,CUST001730,2023-03-19,2023-03-23,DXB,LHR,IndiGo,Premium Economy,52960.83,4934.25,57895.08,5658,Family Visit,4,1
BK00029944,CUST001730,2024-10-24,2024-10-26,JFK,DEL,Lufthansa,Business,167521.92,22345.36,189867.28000000003,19752,Family Visit,2,1
BK00029945,CUST001730,2024-02-08,2024-02-26,DEL,NRT,IndiGo,Business,92935.56,4953.26,97888.81999999999,10756,Leisure,18,0
BK00029946,CUST001730,2023-05-25,2023-10-18,LHR,JFK,Etihad,Business,140444.26,16034.29,156478.55000000002,14765,Leisure,146,1
BK00029947,CUST001730,2023-03-27,2023-06-20,DEL,NRT,Emirates,Business,143297.7,13826.71,157124.41,12013,Leisure,85,0
BK00029948,CUST001730,2023-07-23,2024-01-18,LHR,JFK,IndiGo,First,301401.79,31930.8,333332.58999999997,31487,Business,179,1
BK00029949,CUST001730,2022-01-01,2022-04-06,DEL,LHR,Lufthansa,Economy,17464.79,732.47,18197.260000000002,1451,Business,152,1
BK00029950,CUST001730,2022-01-01,2022-02-27,DXB,BOM,Lufthansa,Premium Economy,60810.57,6573.41,67383.98,6036,Business,141,1
BK00029951,CUST001730,2024-01-15,2024-02-10,LHR,DXB,Emirates,Business,182351.39,24169.69,206521.08000000002,16079,Leisure,26,0
BK00029952,CUST001730,2022-08-09,2022-08-16,JFK,LHR,Etihad,Business,165924.72,4928.21,170852.93,15323,Business,7,1
BK00029953,CUST001730,2022-01-01,2022-01-24,CCU,BKK,Emirates,Business,78163.23,9333.62,87496.84999999999,9045,Business,76,1
BK00029954,CUST001730,2022-01-01,2022-02-10,HYD,DXB,Emirates,First,314727.29,45417.9,360145.19,36066,Leisure,80,1
BK00029955,CUST001730,2022-01-01,2022-03-03,BOM,DEL,Etihad,Premium Economy,41971.43,4280.79,46252.22,3971,Leisure,61,0
BK00029956,CUST001730,2023-07-14,2023-10-18,LHR,DXB,SingaporeAir,First,350002.61,978.85,350981.45999999996,32108,Leisure,96,0
BK00029957,CUST001730,2023-11-11,2023-11-23,LHR,DEL,SingaporeAir,Business,110257.53,15844.98,126102.51,12930,Business,12,1
BK00029958,CUST001730,2022-09-22,2023-02-18,SIN,BLR,SingaporeAir,First,493401.79,7951.81,501353.6,58958,Business,149,1
BK00029959,CUST001730,2024-03-03,2024-03-12,JFK,DEL,Emirates,Business,177536.5,12756.94,190293.44,19463,Leisure,9,1
BK00029960,CUST001730,2024-05-26,2024-07-03,MAA,SIN,Emirates,First,213483.67,7349.58,220833.25,18767,Leisure,38,0
BK00029961,CUST001730,2024-01-20,2024-03-13,SIN,MAA,Emirates,Business,153612.21,19751.63,173363.84,15448,Business,53,0
BK00029962,CUST001730,2022-02-01,2022-04-14,NRT,SIN,SingaporeAir,Business,85696.11,940.82,86636.93000000001,8868,Family Visit,72,1
BK00029963,CUST001730,2022-11-16,2022-11-24,DXB,BOM,Vistara,Premium Economy,72822.64,699.77,73522.41,7568,Leisure,8,1
BK00029964,CUST001730,2022-01-01,2022-01-06,DXB,HYD,Lufthansa,Economy,8328.23,88.4,8416.63,854,Business,33,1
BK00029965,CUST001730,2022-01-01,2022-05-31,MAA,SIN,Vistara,Economy,13989.54,1244.94,15234.480000000001,1646,Family Visit,162,1
BK00029966,CUST001730,2022-05-09,2022-09-05,BOM,DXB,Etihad,Premium Economy,71544.79,3606.4,75151.18999999999,7497,Leisure,119,1
BK00029967,CUST001730,2024-03-03,2024-07-13,CCU,BKK,AirIndia,Economy,22607.02,1227.22,23834.24,1896,Leisure,132,1
BK00029968,CUST001730,2022-02-15,2022-08-05,BLR,DXB,SingaporeAir,Business,106176.83,7381.94,113558.77,11463,Business,171,1
BK00029969,CUST001730,2024-05-01,2024-05-05,DEL,CDG,Etihad,Business,154829.4,7404.08,162233.47999999998,18483,Business,4,1
BK00029970,CUST001730,2024-07-08,2024-12-16,MAA,SIN,Emirates,Business,179217.23,7490.5,186707.73,20075,Business,161,1
BK00029971,CUST001730,2022-02-20,2022-04-19,LHR,DXB,Etihad,Business,162720.41,8252.62,170973.03,19294,Family Visit,58,1
BK00029972,CUST001730,2022-07-29,2022-12-06,BOM,JFK,IndiGo,Premium Economy,65480.89,1033.34,66514.23,5962,Medical,130,1
BK00029973,CUST001730,2022-07-13,2022-12-16,SYD,SIN,Etihad,Business,159235.88,10196.04,169431.92,15264,Leisure,156,1
BK00029974,CUST001730,2024-03-31,2024-06-10,BOM,JFK,Emirates,Business,135571.52,14764.9,150336.41999999998,15420,Family Visit,71,1
BK00029975,CUST001730,2024-10-09,2024-10-21,DEL,NRT,SingaporeAir,Business,189568.35,24154.49,213722.84,18295,Leisure,12,1
BK00029976,CUST001730,2023-09-11,2024-02-25,SIN,SYD,IndiGo,Business,122949.21,5220.65,128169.86,11038,Family Visit,167,1
BK00029977,CUST001730,2024-07-08,2024-11-21,DXB,LHR,IndiGo,Business,91250.74,6841.03,98091.77,8247,Leisure,136,1
BK00029978,CUST001730,2022-02-04,2022-07-25,DEL,JFK,Emirates,First,411562.1,16349.25,427911.35,42002,Education,171,1
BK00029979,CUST001730,2022-07-07,2022-09-18,NRT,DEL,Lufthansa,Premium Economy,50165.18,1232.96,51398.14,4753,Education,73,1
BK00029980,CUST001730,2022-01-01,2022-01-11,SIN,MAA,Lufthansa,Business,140384.76,13271.81,153656.57,11815,Leisure,41,1
